Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.768271e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011566 | lrm: 1.00 | dt: 18850ms | tok/sec: 6,953 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 01267 (86.9%) | loss: 2.956146 | lrm: 0.17 | dt: 216ms | tok/sec: 607,139 | mfu: 17.0% | epoch: 1 | remaining: 39s    
step 01268 (87.0%) | loss: 2.953896 | lrm: 0.17 | dt: 215ms | tok/sec: 609,419 | mfu: 17.0% | epoch: 1 | remaining: 39s    
step 01269 (87.1%) | loss: 2.952044 | lrm: 0.17 | dt: 214ms | tok/sec: 611,597 | mfu: 17.1% | epoch: 1 | remaining: 39s    
step 01270 (87.1%) | loss: 2.950290 | lrm: 0.17 | dt: 212ms | tok/sec: 617,685 | mfu: 17.3% | epoch: 1 | remaining: 38s    
step 01271 (87.2%) | loss: 2.942698 | lrm: 0.17 | dt: 213ms | tok/sec: 616,221 | mfu: 17.2% | epoch: 1 | remaining: 38s    
step 01272 (87.3%) | loss: 2.949968 | lrm: 0.17 | dt: 213ms | tok/sec: 616,647 | mfu: 17.3% | epoch: 1 | remaining: 38s    
step 01273 (87.4%) | loss: 2.947671 | lrm: 0.17 | dt: 213ms | tok/sec: 615,656 | mfu: 17.2% | epoch: 1 | remaining: 38s    
step 01274 (87.4%) | loss: 2.945004 | lrm: 0.17 | dt: 204ms | tok/sec: 643,727 | mfu: 18.0% | epoch: 1 | remaining: 38s    
step 01275 (87.5%) | loss: 2.943816 | lrm: 0.17 | dt: 202ms | tok/sec: 648,390 | mfu: 18.1% | epoch: 1 | remaining: 37s    
step 01276 (87.6%) | loss: 2.944244 | lrm: 0.17 | dt: 203ms | tok/sec: 646,468 | mfu: 18.1% | epoch: 1 | remaining: 37s    
step 01277 (87.6%) | loss: 2.948504 | lrm: 0.16 | dt: 203ms | tok/sec: 645,605 | mfu: 18.1% | epoch: 1 | remaining: 37s    
step 01278 (87.7%) | loss: 2.952666 | lrm: 0.16 | dt: 203ms | tok/sec: 645,639 | mfu: 18.1% | epoch: 1 | remaining: 37s    
step 01279 (87.8%) | loss: 2.949872 | lrm: 0.16 | dt: 203ms | tok/sec: 645,790 | mfu: 18.1% | epoch: 1 | remaining: 37s    
step 01280 (87.8%) | loss: 2.948191 | lrm: 0.16 | dt: 203ms | tok/sec: 646,828 | mfu: 18.1% | epoch: 1 | remaining: 36s    
step 01281 (87.9%) | loss: 2.945101 | lrm: 0.16 | dt: 202ms | tok/sec: 648,064 | mfu: 18.1% | epoch: 1 | remaining: 36s    
step 01282 (88.0%) | loss: 2.934208 | lrm: 0.16 | dt: 203ms | tok/sec: 644,738 | mfu: 18.0% | epoch: 1 | remaining: 36s    
step 01283 (88.0%) | loss: 2.944304 | lrm: 0.16 | dt: 202ms | tok/sec: 647,439 | mfu: 18.1% | epoch: 1 | remaining: 36s    
step 01284 (88.1%) | loss: 2.948270 | lrm: 0.16 | dt: 203ms | tok/sec: 645,215 | mfu: 18.1% | epoch: 1 | remaining: 35s    
step 01285 (88.2%) | loss: 2.946694 | lrm: 0.16 | dt: 203ms | tok/sec: 646,060 | mfu: 18.1% | epoch: 1 | remaining: 35s    
step 01286 (88.2%) | loss: 2.949988 | lrm: 0.16 | dt: 213ms | tok/sec: 614,027 | mfu: 17.2% | epoch: 1 | remaining: 35s    
step 01287 (88.3%) | loss: 2.954786 | lrm: 0.16 | dt: 217ms | tok/sec: 604,604 | mfu: 16.9% | epoch: 1 | remaining: 35s    
step 01288 (88.4%) | loss: 2.950675 | lrm: 0.15 | dt: 216ms | tok/sec: 607,440 | mfu: 17.0% | epoch: 1 | remaining: 35s    
step 01289 (88.5%) | loss: 2.948159 | lrm: 0.15 | dt: 217ms | tok/sec: 604,474 | mfu: 16.9% | epoch: 1 | remaining: 34s    
step 01290 (88.5%) | loss: 2.945103 | lrm: 0.15 | dt: 214ms | tok/sec: 611,766 | mfu: 17.1% | epoch: 1 | remaining: 34s    
step 01291 (88.6%) | loss: 2.942402 | lrm: 0.15 | dt: 215ms | tok/sec: 609,358 | mfu: 17.0% | epoch: 1 | remaining: 34s    
step 01292 (88.7%) | loss: 2.936523 | lrm: 0.15 | dt: 216ms | tok/sec: 607,812 | mfu: 17.0% | epoch: 1 | remaining: 34s    
step 01293 (88.7%) | loss: 2.946652 | lrm: 0.15 | dt: 214ms | tok/sec: 612,059 | mfu: 17.1% | epoch: 1 | remaining: 34s    
step 01294 (88.8%) | loss: 2.941985 | lrm: 0.15 | dt: 213ms | tok/sec: 615,218 | mfu: 17.2% | epoch: 1 | remaining: 33s    
step 01295 (88.9%) | loss: 2.940598 | lrm: 0.15 | dt: 214ms | tok/sec: 613,593 | mfu: 17.2% | epoch: 1 | remaining: 33s    
step 01296 (89.0%) | loss: 2.940944 | lrm: 0.15 | dt: 213ms | tok/sec: 616,328 | mfu: 17.2% | epoch: 1 | remaining: 33s    
step 01297 (89.0%) | loss: 2.935639 | lrm: 0.15 | dt: 213ms | tok/sec: 615,375 | mfu: 17.2% | epoch: 1 | remaining: 33s    
step 01298 (89.1%) | loss: 2.938901 | lrm: 0.15 | dt: 202ms | tok/sec: 648,288 | mfu: 18.1% | epoch: 1 | remaining: 33s    
step 01299 (89.2%) | loss: 2.936668 | lrm: 0.14 | dt: 201ms | tok/sec: 650,891 | mfu: 18.2% | epoch: 1 | remaining: 32s    
step 01300 (89.2%) | loss: 2.937770 | lrm: 0.14 | dt: 203ms | tok/sec: 645,851 | mfu: 18.1% | epoch: 1 | remaining: 32s    
step 01301 (89.3%) | loss: 2.929169 | lrm: 0.14 | dt: 203ms | tok/sec: 646,015 | mfu: 18.1% | epoch: 1 | remaining: 32s    
step 01302 (89.4%) | loss: 2.935429 | lrm: 0.14 | dt: 203ms | tok/sec: 644,968 | mfu: 18.0% | epoch: 1 | remaining: 32s    
step 01303 (89.4%) | loss: 2.927295 | lrm: 0.14 | dt: 203ms | tok/sec: 645,789 | mfu: 18.1% | epoch: 1 | remaining: 32s    
step 01304 (89.5%) | loss: 2.929182 | lrm: 0.14 | dt: 203ms | tok/sec: 645,519 | mfu: 18.1% | epoch: 1 | remaining: 31s    
step 01305 (89.6%) | loss: 2.920256 | lrm: 0.14 | dt: 202ms | tok/sec: 650,327 | mfu: 18.2% | epoch: 1 | remaining: 31s    
step 01306 (89.6%) | loss: 2.920013 | lrm: 0.14 | dt: 203ms | tok/sec: 645,610 | mfu: 18.1% | epoch: 1 | remaining: 31s    
step 01307 (89.7%) | loss: 2.931716 | lrm: 0.14 | dt: 202ms | tok/sec: 648,231 | mfu: 18.1% | epoch: 1 | remaining: 31s    
step 01308 (89.8%) | loss: 2.932365 | lrm: 0.14 | dt: 203ms | tok/sec: 645,570 | mfu: 18.1% | epoch: 1 | remaining: 30s    
step 01309 (89.8%) | loss: 2.937581 | lrm: 0.14 | dt: 203ms | tok/sec: 645,814 | mfu: 18.1% | epoch: 1 | remaining: 30s    
step 01310 (89.9%) | loss: 2.947701 | lrm: 0.13 | dt: 213ms | tok/sec: 614,453 | mfu: 17.2% | epoch: 1 | remaining: 30s    
step 01311 (90.0%) | loss: 2.946406 | lrm: 0.13 | dt: 216ms | tok/sec: 605,692 | mfu: 16.9% | epoch: 1 | remaining: 30s    
step 01312 (90.0%) | loss: 2.937654 | lrm: 0.13 | dt: 217ms | tok/sec: 604,098 | mfu: 16.9% | epoch: 1 | remaining: 30s    
step 01313 (90.1%) | loss: 2.936894 | lrm: 0.13 | dt: 216ms | tok/sec: 606,876 | mfu: 17.0% | epoch: 1 | remaining: 29s    
step 01314 (90.2%) | loss: 2.929889 | lrm: 0.13 | dt: 212ms | tok/sec: 617,129 | mfu: 17.3% | epoch: 1 | remaining: 29s    
step 01315 (90.3%) | loss: 2.928686 | lrm: 0.13 | dt: 216ms | tok/sec: 605,975 | mfu: 17.0% | epoch: 1 | remaining: 29s    
step 01316 (90.3%) | loss: 2.929591 | lrm: 0.13 | dt: 214ms | tok/sec: 611,558 | mfu: 17.1% | epoch: 1 | remaining: 29s    
step 01317 (90.4%) | loss: 2.929774 | lrm: 0.13 | dt: 214ms | tok/sec: 611,936 | mfu: 17.1% | epoch: 1 | remaining: 29s    
step 01318 (90.5%) | loss: 2.938000 | lrm: 0.13 | dt: 213ms | tok/sec: 615,154 | mfu: 17.2% | epoch: 1 | remaining: 28s    
step 01319 (90.5%) | loss: 2.934994 | lrm: 0.13 | dt: 213ms | tok/sec: 616,097 | mfu: 17.2% | epoch: 1 | remaining: 28s    
step 01320 (90.6%) | loss: 2.939027 | lrm: 0.13 | dt: 213ms | tok/sec: 616,362 | mfu: 17.2% | epoch: 1 | remaining: 28s    
step 01321 (90.7%) | loss: 2.939032 | lrm: 0.12 | dt: 212ms | tok/sec: 617,588 | mfu: 17.3% | epoch: 1 | remaining: 28s    
step 01322 (90.8%) | loss: 2.932361 | lrm: 0.12 | dt: 201ms | tok/sec: 653,566 | mfu: 18.3% | epoch: 1 | remaining: 28s    
step 01323 (90.8%) | loss: 2.935385 | lrm: 0.12 | dt: 203ms | tok/sec: 646,747 | mfu: 18.1% | epoch: 1 | remaining: 27s    
step 01324 (90.9%) | loss: 2.936982 | lrm: 0.12 | dt: 203ms | tok/sec: 645,026 | mfu: 18.0% | epoch: 1 | remaining: 27s    
step 01325 (91.0%) | loss: 2.935336 | lrm: 0.12 | dt: 203ms | tok/sec: 645,296 | mfu: 18.1% | epoch: 1 | remaining: 27s    
step 01326 (91.0%) | loss: 2.937136 | lrm: 0.12 | dt: 203ms | tok/sec: 645,196 | mfu: 18.1% | epoch: 1 | remaining: 27s    
step 01327 (91.1%) | loss: 2.939970 | lrm: 0.12 | dt: 203ms | tok/sec: 645,577 | mfu: 18.1% | epoch: 1 | remaining: 27s    
step 01328 (91.2%) | loss: 2.938492 | lrm: 0.12 | dt: 203ms | tok/sec: 644,816 | mfu: 18.0% | epoch: 1 | remaining: 26s    
step 01329 (91.2%) | loss: 2.945558 | lrm: 0.12 | dt: 202ms | tok/sec: 650,200 | mfu: 18.2% | epoch: 1 | remaining: 26s    
step 01330 (91.3%) | loss: 2.939363 | lrm: 0.12 | dt: 203ms | tok/sec: 645,126 | mfu: 18.0% | epoch: 1 | remaining: 26s    
step 01331 (91.4%) | loss: 2.942518 | lrm: 0.12 | dt: 202ms | tok/sec: 647,991 | mfu: 18.1% | epoch: 1 | remaining: 26s    
step 01332 (91.4%) | loss: 2.941809 | lrm: 0.11 | dt: 203ms | tok/sec: 644,758 | mfu: 18.0% | epoch: 1 | remaining: 25s    
step 01333 (91.5%) | loss: 2.945412 | lrm: 0.11 | dt: 203ms | tok/sec: 645,507 | mfu: 18.1% | epoch: 1 | remaining: 25s    
step 01334 (91.6%) | loss: 2.940304 | lrm: 0.11 | dt: 214ms | tok/sec: 612,135 | mfu: 17.1% | epoch: 1 | remaining: 25s    
step 01335 (91.6%) | loss: 2.942829 | lrm: 0.11 | dt: 216ms | tok/sec: 606,695 | mfu: 17.0% | epoch: 1 | remaining: 25s    
step 01336 (91.7%) | loss: 2.942252 | lrm: 0.11 | dt: 217ms | tok/sec: 604,655 | mfu: 16.9% | epoch: 1 | remaining: 25s    
step 01337 (91.8%) | loss: 2.941041 | lrm: 0.11 | dt: 217ms | tok/sec: 603,748 | mfu: 16.9% | epoch: 1 | remaining: 24s    
step 01338 (91.9%) | loss: 2.936873 | lrm: 0.11 | dt: 212ms | tok/sec: 618,085 | mfu: 17.3% | epoch: 1 | remaining: 24s    
step 01339 (91.9%) | loss: 2.938257 | lrm: 0.11 | dt: 216ms | tok/sec: 605,866 | mfu: 16.9% | epoch: 1 | remaining: 24s    
step 01340 (92.0%) | loss: 2.941370 | lrm: 0.11 | dt: 215ms | tok/sec: 609,281 | mfu: 17.0% | epoch: 1 | remaining: 24s    
step 01341 (92.1%) | loss: 2.940733 | lrm: 0.11 | dt: 214ms | tok/sec: 613,193 | mfu: 17.2% | epoch: 1 | remaining: 24s    
step 01342 (92.1%) | loss: 2.937788 | lrm: 0.10 | dt: 213ms | tok/sec: 615,726 | mfu: 17.2% | epoch: 1 | remaining: 23s    
step 01343 (92.2%) | loss: 2.936175 | lrm: 0.10 | dt: 213ms | tok/sec: 615,854 | mfu: 17.2% | epoch: 1 | remaining: 23s    
step 01344 (92.3%) | loss: 2.932776 | lrm: 0.10 | dt: 213ms | tok/sec: 614,658 | mfu: 17.2% | epoch: 1 | remaining: 23s    
step 01345 (92.4%) | loss: 2.919736 | lrm: 0.10 | dt: 212ms | tok/sec: 617,273 | mfu: 17.3% | epoch: 1 | remaining: 23s    
step 01346 (92.4%) | loss: 2.924789 | lrm: 0.10 | dt: 201ms | tok/sec: 651,630 | mfu: 18.2% | epoch: 1 | remaining: 23s    
step 01347 (92.5%) | loss: 2.926443 | lrm: 0.10 | dt: 203ms | tok/sec: 646,601 | mfu: 18.1% | epoch: 1 | remaining: 22s    
step 01348 (92.6%) | loss: 2.930829 | lrm: 0.10 | dt: 203ms | tok/sec: 646,071 | mfu: 18.1% | epoch: 1 | remaining: 22s    
step 01349 (92.6%) | loss: 2.928350 | lrm: 0.10 | dt: 203ms | tok/sec: 644,615 | mfu: 18.0% | epoch: 1 | remaining: 22s    
step 01350 (92.7%) | loss: 2.939194 | lrm: 0.10 | dt: 203ms | tok/sec: 645,157 | mfu: 18.0% | epoch: 1 | remaining: 22s    
step 01351 (92.8%) | loss: 2.938112 | lrm: 0.10 | dt: 203ms | tok/sec: 646,607 | mfu: 18.1% | epoch: 1 | remaining: 21s    
step 01352 (92.8%) | loss: 2.936566 | lrm: 0.10 | dt: 203ms | tok/sec: 644,832 | mfu: 18.0% | epoch: 1 | remaining: 21s    
step 01353 (92.9%) | loss: 2.932277 | lrm: 0.09 | dt: 202ms | tok/sec: 650,065 | mfu: 18.2% | epoch: 1 | remaining: 21s    
step 01354 (93.0%) | loss: 2.927437 | lrm: 0.09 | dt: 203ms | tok/sec: 645,291 | mfu: 18.1% | epoch: 1 | remaining: 21s    
step 01355 (93.0%) | loss: 2.929395 | lrm: 0.09 | dt: 202ms | tok/sec: 647,551 | mfu: 18.1% | epoch: 1 | remaining: 21s    
step 01356 (93.1%) | loss: 2.929978 | lrm: 0.09 | dt: 204ms | tok/sec: 642,750 | mfu: 18.0% | epoch: 1 | remaining: 20s    
step 01357 (93.2%) | loss: 2.929991 | lrm: 0.09 | dt: 203ms | tok/sec: 646,003 | mfu: 18.1% | epoch: 1 | remaining: 20s    
step 01358 (93.2%) | loss: 2.928644 | lrm: 0.09 | dt: 216ms | tok/sec: 608,202 | mfu: 17.0% | epoch: 1 | remaining: 20s    
step 01359 (93.3%) | loss: 2.931476 | lrm: 0.09 | dt: 216ms | tok/sec: 606,628 | mfu: 17.0% | epoch: 1 | remaining: 20s    
step 01360 (93.4%) | loss: 2.923066 | lrm: 0.09 | dt: 217ms | tok/sec: 603,100 | mfu: 16.9% | epoch: 1 | remaining: 20s    
step 01361 (93.5%) | loss: 2.918384 | lrm: 0.09 | dt: 218ms | tok/sec: 602,149 | mfu: 16.8% | epoch: 1 | remaining: 19s    
step 01362 (93.5%) | loss: 2.926759 | lrm: 0.09 | dt: 214ms | tok/sec: 613,612 | mfu: 17.2% | epoch: 1 | remaining: 19s    
step 01363 (93.6%) | loss: 2.924734 | lrm: 0.09 | dt: 216ms | tok/sec: 607,483 | mfu: 17.0% | epoch: 1 | remaining: 19s    
step 01364 (93.7%) | loss: 2.927727 | lrm: 0.08 | dt: 215ms | tok/sec: 610,016 | mfu: 17.1% | epoch: 1 | remaining: 19s    
step 01365 (93.7%) | loss: 2.931175 | lrm: 0.08 | dt: 213ms | tok/sec: 614,478 | mfu: 17.2% | epoch: 1 | remaining: 19s    
step 01366 (93.8%) | loss: 2.935319 | lrm: 0.08 | dt: 213ms | tok/sec: 616,395 | mfu: 17.2% | epoch: 1 | remaining: 18s    
step 01367 (93.9%) | loss: 2.940762 | lrm: 0.08 | dt: 213ms | tok/sec: 616,127 | mfu: 17.2% | epoch: 1 | remaining: 18s    
step 01368 (94.0%) | loss: 2.940114 | lrm: 0.08 | dt: 214ms | tok/sec: 612,979 | mfu: 17.1% | epoch: 1 | remaining: 18s    
step 01369 (94.0%) | loss: 2.933238 | lrm: 0.08 | dt: 211ms | tok/sec: 620,232 | mfu: 17.4% | epoch: 1 | remaining: 18s    
step 01370 (94.1%) | loss: 2.933745 | lrm: 0.08 | dt: 200ms | tok/sec: 655,341 | mfu: 18.3% | epoch: 1 | remaining: 18s    
step 01371 (94.2%) | loss: 2.935898 | lrm: 0.08 | dt: 203ms | tok/sec: 646,963 | mfu: 18.1% | epoch: 1 | remaining: 17s    
step 01372 (94.2%) | loss: 2.939579 | lrm: 0.08 | dt: 202ms | tok/sec: 647,415 | mfu: 18.1% | epoch: 1 | remaining: 17s    
step 01373 (94.3%) | loss: 2.941804 | lrm: 0.08 | dt: 203ms | tok/sec: 645,676 | mfu: 18.1% | epoch: 1 | remaining: 17s    
step 01374 (94.4%) | loss: 2.937044 | lrm: 0.08 | dt: 203ms | tok/sec: 645,243 | mfu: 18.1% | epoch: 1 | remaining: 17s    
step 01375 (94.4%) | loss: 2.933446 | lrm: 0.07 | dt: 203ms | tok/sec: 645,631 | mfu: 18.1% | epoch: 1 | remaining: 16s    
step 01376 (94.5%) | loss: 2.940517 | lrm: 0.07 | dt: 203ms | tok/sec: 645,120 | mfu: 18.0% | epoch: 1 | remaining: 16s    
step 01377 (94.6%) | loss: 2.942231 | lrm: 0.07 | dt: 203ms | tok/sec: 645,453 | mfu: 18.1% | epoch: 1 | remaining: 16s    
step 01378 (94.6%) | loss: 2.944121 | lrm: 0.07 | dt: 202ms | tok/sec: 649,636 | mfu: 18.2% | epoch: 1 | remaining: 16s    
step 01379 (94.7%) | loss: 2.939979 | lrm: 0.07 | dt: 203ms | tok/sec: 644,347 | mfu: 18.0% | epoch: 1 | remaining: 16s    
step 01380 (94.8%) | loss: 2.942478 | lrm: 0.07 | dt: 203ms | tok/sec: 645,995 | mfu: 18.1% | epoch: 1 | remaining: 15s    
step 01381 (94.8%) | loss: 2.938075 | lrm: 0.07 | dt: 203ms | tok/sec: 644,790 | mfu: 18.0% | epoch: 1 | remaining: 15s    
step 01382 (94.9%) | loss: 2.939566 | lrm: 0.07 | dt: 216ms | tok/sec: 607,004 | mfu: 17.0% | epoch: 1 | remaining: 15s    
step 01383 (95.0%) | loss: 2.947611 | lrm: 0.07 | dt: 216ms | tok/sec: 608,183 | mfu: 17.0% | epoch: 1 | remaining: 15s    
step 01384 (95.1%) | loss: 2.944864 | lrm: 0.07 | dt: 217ms | tok/sec: 603,139 | mfu: 16.9% | epoch: 1 | remaining: 15s    
step 01385 (95.1%) | loss: 2.941236 | lrm: 0.06 | dt: 216ms | tok/sec: 606,123 | mfu: 17.0% | epoch: 1 | remaining: 14s    
step 01386 (95.2%) | loss: 2.933072 | lrm: 0.06 | dt: 213ms | tok/sec: 615,169 | mfu: 17.2% | epoch: 1 | remaining: 14s    
step 01387 (95.3%) | loss: 2.933871 | lrm: 0.06 | dt: 216ms | tok/sec: 607,700 | mfu: 17.0% | epoch: 1 | remaining: 14s    
step 01388 (95.3%) | loss: 2.936829 | lrm: 0.06 | dt: 215ms | tok/sec: 608,438 | mfu: 17.0% | epoch: 1 | remaining: 14s    
step 01389 (95.4%) | loss: 2.933074 | lrm: 0.06 | dt: 214ms | tok/sec: 613,032 | mfu: 17.2% | epoch: 1 | remaining: 14s    
step 01390 (95.5%) | loss: 2.929821 | lrm: 0.06 | dt: 213ms | tok/sec: 613,925 | mfu: 17.2% | epoch: 1 | remaining: 13s    
step 01391 (95.6%) | loss: 2.924122 | lrm: 0.06 | dt: 213ms | tok/sec: 616,450 | mfu: 17.2% | epoch: 1 | remaining: 13s    
step 01392 (95.6%) | loss: 2.922705 | lrm: 0.06 | dt: 213ms | tok/sec: 615,727 | mfu: 17.2% | epoch: 1 | remaining: 13s    
step 01393 (95.7%) | loss: 2.925251 | lrm: 0.06 | dt: 212ms | tok/sec: 619,454 | mfu: 17.3% | epoch: 1 | remaining: 13s    
step 01394 (95.8%) | loss: 2.924469 | lrm: 0.06 | dt: 201ms | tok/sec: 653,589 | mfu: 18.3% | epoch: 1 | remaining: 12s    
step 01395 (95.8%) | loss: 2.922389 | lrm: 0.06 | dt: 203ms | tok/sec: 645,322 | mfu: 18.1% | epoch: 1 | remaining: 12s    
step 01396 (95.9%) | loss: 2.919079 | lrm: 0.05 | dt: 202ms | tok/sec: 649,910 | mfu: 18.2% | epoch: 1 | remaining: 12s    
step 01397 (96.0%) | loss: 2.916248 | lrm: 0.05 | dt: 203ms | tok/sec: 645,108 | mfu: 18.0% | epoch: 1 | remaining: 12s    
step 01398 (96.0%) | loss: 2.919570 | lrm: 0.05 | dt: 203ms | tok/sec: 645,026 | mfu: 18.0% | epoch: 1 | remaining: 12s    
step 01399 (96.1%) | loss: 2.917873 | lrm: 0.05 | dt: 203ms | tok/sec: 644,958 | mfu: 18.0% | epoch: 1 | remaining: 11s    
step 01400 (96.2%) | loss: 2.918705 | lrm: 0.05 | dt: 203ms | tok/sec: 646,441 | mfu: 18.1% | epoch: 1 | remaining: 11s    
step 01401 (96.2%) | loss: 2.918390 | lrm: 0.05 | dt: 203ms | tok/sec: 646,066 | mfu: 18.1% | epoch: 1 | remaining: 11s    
step 01402 (96.3%) | loss: 2.919211 | lrm: 0.05 | dt: 202ms | tok/sec: 649,555 | mfu: 18.2% | epoch: 1 | remaining: 11s    
step 01403 (96.4%) | loss: 2.918530 | lrm: 0.05 | dt: 203ms | tok/sec: 645,805 | mfu: 18.1% | epoch: 1 | remaining: 11s    
step 01404 (96.4%) | loss: 2.917178 | lrm: 0.05 | dt: 203ms | tok/sec: 645,220 | mfu: 18.1% | epoch: 1 | remaining: 10s    
step 01405 (96.5%) | loss: 2.918986 | lrm: 0.05 | dt: 203ms | tok/sec: 645,143 | mfu: 18.0% | epoch: 1 | remaining: 10s    
step 01406 (96.6%) | loss: 2.914646 | lrm: 0.05 | dt: 215ms | tok/sec: 610,883 | mfu: 17.1% | epoch: 1 | remaining: 10s    
step 01407 (96.6%) | loss: 2.919801 | lrm: 0.04 | dt: 216ms | tok/sec: 607,437 | mfu: 17.0% | epoch: 1 | remaining: 10s    
step 01408 (96.7%) | loss: 2.915691 | lrm: 0.04 | dt: 217ms | tok/sec: 603,698 | mfu: 16.9% | epoch: 1 | remaining: 10s    
step 01409 (96.8%) | loss: 2.915727 | lrm: 0.04 | dt: 217ms | tok/sec: 604,477 | mfu: 16.9% | epoch: 1 | remaining: 9s    
step 01410 (96.9%) | loss: 2.911862 | lrm: 0.04 | dt: 212ms | tok/sec: 616,996 | mfu: 17.3% | epoch: 1 | remaining: 9s    
step 01411 (96.9%) | loss: 2.914766 | lrm: 0.04 | dt: 216ms | tok/sec: 606,895 | mfu: 17.0% | epoch: 1 | remaining: 9s    
step 01412 (97.0%) | loss: 2.925080 | lrm: 0.04 | dt: 216ms | tok/sec: 606,264 | mfu: 17.0% | epoch: 1 | remaining: 9s    
step 01413 (97.1%) | loss: 2.922505 | lrm: 0.04 | dt: 214ms | tok/sec: 613,681 | mfu: 17.2% | epoch: 1 | remaining: 9s    
step 01414 (97.2%) | loss: 2.924487 | lrm: 0.04 | dt: 214ms | tok/sec: 613,886 | mfu: 17.2% | epoch: 1 | remaining: 8s    
step 01415 (97.2%) | loss: 2.923212 | lrm: 0.04 | dt: 213ms | tok/sec: 615,549 | mfu: 17.2% | epoch: 1 | remaining: 8s    
step 01416 (97.3%) | loss: 2.919836 | lrm: 0.04 | dt: 212ms | tok/sec: 618,910 | mfu: 17.3% | epoch: 1 | remaining: 8s    
step 01417 (97.4%) | loss: 2.917403 | lrm: 0.04 | dt: 212ms | tok/sec: 619,114 | mfu: 17.3% | epoch: 1 | remaining: 8s    
step 01418 (97.4%) | loss: 2.916505 | lrm: 0.03 | dt: 202ms | tok/sec: 648,326 | mfu: 18.1% | epoch: 1 | remaining: 7s    
step 01419 (97.5%) | loss: 2.910529 | lrm: 0.03 | dt: 203ms | tok/sec: 646,795 | mfu: 18.1% | epoch: 1 | remaining: 7s    
step 01420 (97.6%) | loss: 2.910608 | lrm: 0.03 | dt: 202ms | tok/sec: 649,717 | mfu: 18.2% | epoch: 1 | remaining: 7s    
step 01421 (97.6%) | loss: 2.917218 | lrm: 0.03 | dt: 203ms | tok/sec: 644,813 | mfu: 18.0% | epoch: 1 | remaining: 7s    
step 01422 (97.7%) | loss: 2.909017 | lrm: 0.03 | dt: 203ms | tok/sec: 645,117 | mfu: 18.0% | epoch: 1 | remaining: 7s    
step 01423 (97.8%) | loss: 2.908090 | lrm: 0.03 | dt: 203ms | tok/sec: 645,896 | mfu: 18.1% | epoch: 1 | remaining: 6s    
step 01424 (97.8%) | loss: 2.912458 | lrm: 0.03 | dt: 204ms | tok/sec: 643,275 | mfu: 18.0% | epoch: 1 | remaining: 6s    
step 01425 (97.9%) | loss: 2.910532 | lrm: 0.03 | dt: 203ms | tok/sec: 646,536 | mfu: 18.1% | epoch: 1 | remaining: 6s    
step 01426 (98.0%) | loss: 2.915955 | lrm: 0.03 | dt: 202ms | tok/sec: 647,898 | mfu: 18.1% | epoch: 1 | remaining: 6s    
step 01427 (98.0%) | loss: 2.919380 | lrm: 0.03 | dt: 204ms | tok/sec: 642,526 | mfu: 18.0% | epoch: 1 | remaining: 6s    
step 01428 (98.1%) | loss: 2.913464 | lrm: 0.03 | dt: 202ms | tok/sec: 649,454 | mfu: 18.2% | epoch: 1 | remaining: 5s    
step 01429 (98.2%) | loss: 2.908501 | lrm: 0.02 | dt: 203ms | tok/sec: 644,889 | mfu: 18.0% | epoch: 1 | remaining: 5s    
step 01430 (98.2%) | loss: 2.912171 | lrm: 0.02 | dt: 217ms | tok/sec: 604,428 | mfu: 16.9% | epoch: 1 | remaining: 5s    
step 01431 (98.3%) | loss: 2.918196 | lrm: 0.02 | dt: 215ms | tok/sec: 609,101 | mfu: 17.0% | epoch: 1 | remaining: 5s    
step 01432 (98.4%) | loss: 2.909866 | lrm: 0.02 | dt: 218ms | tok/sec: 602,498 | mfu: 16.9% | epoch: 1 | remaining: 5s    
step 01433 (98.5%) | loss: 2.909670 | lrm: 0.02 | dt: 217ms | tok/sec: 602,928 | mfu: 16.9% | epoch: 1 | remaining: 4s    
step 01434 (98.5%) | loss: 2.916111 | lrm: 0.02 | dt: 214ms | tok/sec: 613,673 | mfu: 17.2% | epoch: 1 | remaining: 4s    
step 01435 (98.6%) | loss: 2.916424 | lrm: 0.02 | dt: 216ms | tok/sec: 606,848 | mfu: 17.0% | epoch: 1 | remaining: 4s    
step 01436 (98.7%) | loss: 2.914599 | lrm: 0.02 | dt: 215ms | tok/sec: 609,588 | mfu: 17.1% | epoch: 1 | remaining: 4s    
step 01437 (98.8%) | loss: 2.912337 | lrm: 0.02 | dt: 213ms | tok/sec: 614,910 | mfu: 17.2% | epoch: 1 | remaining: 4s    
step 01438 (98.8%) | loss: 2.918108 | lrm: 0.02 | dt: 214ms | tok/sec: 612,307 | mfu: 17.1% | epoch: 1 | remaining: 3s    
